pf_id,pf,primary_nd
72,demand_EL_SFH_URB_3,SFH_URB_3
73,demand_HT_AW_MFH_RUR_HT_0,MFH_RUR_HT_0
74,demand_HT_AW_MFH_RUR_HT_1,MFH_RUR_HT_1
75,demand_HT_AW_MFH_RUR_HT_2,MFH_RUR_HT_2
76,demand_HT_AW_MFH_RUR_HT_3,MFH_RUR_HT_3
77,demand_HT_AW_MFH_SUB_HT_0,MFH_SUB_HT_0
78,demand_HT_AW_MFH_SUB_HT_1,MFH_SUB_HT_1
79,demand_HT_AW_MFH_SUB_HT_2,MFH_SUB_HT_2
80,demand_HT_AW_MFH_SUB_HT_3,MFH_SUB_HT_3
81,demand_HT_AW_MFH_URB_HT_0,MFH_URB_HT_0
82,demand_HT_AW_MFH_URB_HT_1,MFH_URB_HT_1
83,demand_HT_AW_MFH_URB_HT_2,MFH_URB_HT_2
84,demand_HT_AW_MFH_URB_HT_3,MFH_URB_HT_3
85,demand_HT_AW_SFH_RUR_HT_0,SFH_RUR_HT_0
86,demand_HT_AW_SFH_RUR_HT_1,SFH_RUR_HT_1
87,demand_HT_AW_SFH_RUR_HT_2,SFH_RUR_HT_2
88,demand_HT_AW_SFH_RUR_HT_3,SFH_RUR_HT_3
89,demand_HT_AW_SFH_SUB_HT_0,SFH_SUB_HT_0
90,demand_HT_AW_SFH_SUB_HT_1,SFH_SUB_HT_1
91,demand_HT_AW_SFH_SUB_HT_2,SFH_SUB_HT_2
92,demand_HT_AW_SFH_SUB_HT_3,SFH_SUB_HT_3
93,demand_HT_AW_SFH_URB_HT_0,SFH_URB_HT_0
94,demand_HT_AW_SFH_URB_HT_1,SFH_URB_HT_1
95,demand_HT_AW_SFH_URB_HT_2,SFH_URB_HT_2
96,demand_HT_AW_SFH_URB_HT_3,SFH_URB_HT_3
97,demand_HT_WW_MFH_RUR_HT_0,MFH_RUR_HT_0
98,demand_HT_WW_MFH_RUR_HT_1,MFH_RUR_HT_1
99,demand_HT_WW_MFH_RUR_HT_2,MFH_RUR_HT_2
100,demand_HT_WW_MFH_RUR_HT_3,MFH_RUR_HT_3
101,demand_HT_WW_MFH_SUB_HT_0,MFH_SUB_HT_0
102,demand_HT_WW_MFH_SUB_HT_1,MFH_SUB_HT_1
103,demand_HT_WW_MFH_SUB_HT_2,MFH_SUB_HT_2
104,demand_HT_WW_MFH_SUB_HT_3,MFH_SUB_HT_3
105,demand_HT_WW_MFH_URB_HT_0,MFH_URB_HT_0
106,demand_HT_WW_MFH_URB_HT_1,MFH_URB_HT_1
107,demand_HT_WW_MFH_URB_HT_2,MFH_URB_HT_2
108,demand_HT_WW_MFH_URB_HT_3,MFH_URB_HT_3
109,demand_HT_WW_SFH_RUR_HT_0,SFH_RUR_HT_0
110,demand_HT_WW_SFH_RUR_HT_1,SFH_RUR_HT_1
111,demand_HT_WW_SFH_RUR_HT_2,SFH_RUR_HT_2
112,demand_HT_WW_SFH_RUR_HT_3,SFH_RUR_HT_3
113,demand_HT_WW_SFH_SUB_HT_0,SFH_SUB_HT_0
114,demand_HT_WW_SFH_SUB_HT_1,SFH_SUB_HT_1
115,demand_HT_WW_SFH_SUB_HT_2,SFH_SUB_HT_2
116,demand_HT_WW_SFH_SUB_HT_3,SFH_SUB_HT_3
117,demand_HT_WW_SFH_URB_HT_0,SFH_URB_HT_0
118,demand_HT_WW_SFH_URB_HT_1,SFH_URB_HT_1
119,demand_HT_WW_SFH_URB_HT_2,SFH_URB_HT_2
120,demand_HT_WW_SFH_URB_HT_3,SFH_URB_HT_3
121,demand_EL_MFH_RUR_HT_0,MFH_RUR_HT_0
122,demand_EL_MFH_RUR_HT_1,MFH_RUR_HT_1
123,demand_EL_MFH_RUR_HT_2,MFH_RUR_HT_2
124,demand_EL_MFH_RUR_HT_3,MFH_RUR_HT_3
125,demand_EL_MFH_SUB_HT_0,MFH_SUB_HT_0
126,demand_EL_MFH_SUB_HT_1,MFH_SUB_HT_1
127,demand_EL_MFH_SUB_HT_2,MFH_SUB_HT_2
128,demand_EL_MFH_SUB_HT_3,MFH_SUB_HT_3
129,demand_EL_MFH_URB_HT_0,MFH_URB_HT_0
130,demand_EL_MFH_URB_HT_1,MFH_URB_HT_1
131,demand_EL_MFH_URB_HT_2,MFH_URB_HT_2
132,demand_EL_MFH_URB_HT_3,MFH_URB_HT_3
133,demand_EL_SFH_RUR_HT_0,SFH_RUR_HT_0
134,demand_EL_SFH_RUR_HT_1,SFH_RUR_HT_1
135,demand_EL_SFH_RUR_HT_2,SFH_RUR_HT_2
136,demand_EL_SFH_RUR_HT_3,SFH_RUR_HT_3
137,demand_EL_SFH_SUB_HT_0,SFH_SUB_HT_0
138,demand_EL_SFH_SUB_HT_1,SFH_SUB_HT_1
139,demand_EL_SFH_SUB_HT_2,SFH_SUB_HT_2
140,demand_EL_SFH_SUB_HT_3,SFH_SUB_HT_3
141,demand_EL_SFH_URB_HT_0,SFH_URB_HT_0
142,demand_EL_SFH_URB_HT_1,SFH_URB_HT_1
143,demand_EL_SFH_URB_HT_2,SFH_URB_HT_2
144,demand_EL_SFH_URB_HT_3,SFH_URB_HT_3
145,cop_35_MFH_RUR_HT_0,MFH_RUR_HT_0
146,cop_35_MFH_RUR_HT_1,MFH_RUR_HT_1
147,cop_35_MFH_RUR_HT_2,MFH_RUR_HT_2
148,cop_35_MFH_RUR_HT_3,MFH_RUR_HT_3
149,cop_35_MFH_SUB_HT_0,MFH_SUB_HT_0
150,cop_35_MFH_SUB_HT_1,MFH_SUB_HT_1
151,cop_35_MFH_SUB_HT_2,MFH_SUB_HT_2
152,cop_35_MFH_SUB_HT_3,MFH_SUB_HT_3
153,cop_35_MFH_URB_HT_0,MFH_URB_HT_0
154,cop_35_MFH_URB_HT_1,MFH_URB_HT_1
155,cop_35_MFH_URB_HT_2,MFH_URB_HT_2
156,cop_35_MFH_URB_HT_3,MFH_URB_HT_3
157,cop_35_SFH_RUR_HT_0,SFH_RUR_HT_0
158,cop_35_SFH_RUR_HT_1,SFH_RUR_HT_1
159,cop_35_SFH_RUR_HT_2,SFH_RUR_HT_2
160,cop_35_SFH_RUR_HT_3,SFH_RUR_HT_3
161,cop_35_SFH_SUB_HT_0,SFH_SUB_HT_0
162,cop_35_SFH_SUB_HT_1,SFH_SUB_HT_1
163,cop_35_SFH_SUB_HT_2,SFH_SUB_HT_2
164,cop_35_SFH_SUB_HT_3,SFH_SUB_HT_3
165,cop_35_SFH_URB_HT_0,SFH_URB_HT_0
166,cop_35_SFH_URB_HT_1,SFH_URB_HT_1
167,cop_35_SFH_URB_HT_2,SFH_URB_HT_2
168,cop_35_SFH_URB_HT_3,SFH_URB_HT_3
169,cop_60_MFH_RUR_HT_0,MFH_RUR_HT_0
170,cop_60_MFH_RUR_HT_1,MFH_RUR_HT_1
171,cop_60_MFH_RUR_HT_2,MFH_RUR_HT_2
172,cop_60_MFH_RUR_HT_3,MFH_RUR_HT_3
173,cop_60_MFH_SUB_HT_0,MFH_SUB_HT_0
174,cop_60_MFH_SUB_HT_1,MFH_SUB_HT_1
175,cop_60_MFH_SUB_HT_2,MFH_SUB_HT_2
176,cop_60_MFH_SUB_HT_3,MFH_SUB_HT_3
177,cop_60_MFH_URB_HT_0,MFH_URB_HT_0
178,cop_60_MFH_URB_HT_1,MFH_URB_HT_1
179,cop_60_MFH_URB_HT_2,MFH_URB_HT_2
180,cop_60_MFH_URB_HT_3,MFH_URB_HT_3
181,cop_60_SFH_RUR_HT_0,SFH_RUR_HT_0
182,cop_60_SFH_RUR_HT_1,SFH_RUR_HT_1
183,cop_60_SFH_RUR_HT_2,SFH_RUR_HT_2
184,cop_60_SFH_RUR_HT_3,SFH_RUR_HT_3
185,cop_60_SFH_SUB_HT_0,SFH_SUB_HT_0
186,cop_60_SFH_SUB_HT_1,SFH_SUB_HT_1
187,cop_60_SFH_SUB_HT_2,SFH_SUB_HT_2
188,cop_60_SFH_SUB_HT_3,SFH_SUB_HT_3
189,cop_60_SFH_URB_HT_0,SFH_URB_HT_0
190,cop_60_SFH_URB_HT_1,SFH_URB_HT_1
191,cop_60_SFH_URB_HT_2,SFH_URB_HT_2
192,cop_60_SFH_URB_HT_3,SFH_URB_HT_3
193,demand_DHW_MFH_RUR_0,MFH_RUR_0
194,demand_DHW_MFH_RUR_1,MFH_RUR_1
195,demand_DHW_MFH_RUR_2,MFH_RUR_2
196,demand_DHW_MFH_RUR_3,MFH_RUR_3
197,demand_DHW_MFH_SUB_0,MFH_SUB_0
198,demand_DHW_MFH_SUB_1,MFH_SUB_1
199,demand_DHW_MFH_SUB_2,MFH_SUB_2
200,demand_DHW_MFH_SUB_3,MFH_SUB_3
201,demand_DHW_MFH_URB_0,MFH_URB_0
202,demand_DHW_MFH_URB_1,MFH_URB_1
203,demand_DHW_MFH_URB_2,MFH_URB_2
204,demand_DHW_MFH_URB_3,MFH_URB_3
205,demand_DHW_SFH_RUR_0,SFH_RUR_0
206,demand_DHW_SFH_RUR_1,SFH_RUR_1
207,demand_DHW_SFH_RUR_2,SFH_RUR_2
208,demand_DHW_SFH_RUR_3,SFH_RUR_3
209,demand_DHW_SFH_SUB_0,SFH_SUB_0
210,demand_DHW_SFH_SUB_1,SFH_SUB_1
211,demand_DHW_SFH_SUB_2,SFH_SUB_2
212,demand_DHW_SFH_SUB_3,SFH_SUB_3
213,demand_DHW_SFH_URB_0,SFH_URB_0
214,demand_DHW_SFH_URB_1,SFH_URB_1
215,demand_DHW_SFH_URB_2,SFH_URB_2
216,demand_DHW_SFH_URB_3,SFH_URB_3
217,demand_DHW_AW_MFH_RUR_HT_0,MFH_RUR_HT_0
218,demand_DHW_AW_MFH_RUR_HT_1,MFH_RUR_HT_1
219,demand_DHW_AW_MFH_RUR_HT_2,MFH_RUR_HT_2
220,demand_DHW_AW_MFH_RUR_HT_3,MFH_RUR_HT_3
221,demand_DHW_AW_MFH_SUB_HT_0,MFH_SUB_HT_0
222,demand_DHW_AW_MFH_SUB_HT_1,MFH_SUB_HT_1
223,demand_DHW_AW_MFH_SUB_HT_2,MFH_SUB_HT_2
224,demand_DHW_AW_MFH_SUB_HT_3,MFH_SUB_HT_3
225,demand_DHW_AW_MFH_URB_HT_0,MFH_URB_HT_0
226,demand_DHW_AW_MFH_URB_HT_1,MFH_URB_HT_1
227,demand_DHW_AW_MFH_URB_HT_2,MFH_URB_HT_2
228,demand_DHW_AW_MFH_URB_HT_3,MFH_URB_HT_3
229,demand_DHW_AW_SFH_RUR_HT_0,SFH_RUR_HT_0
230,demand_DHW_AW_SFH_RUR_HT_1,SFH_RUR_HT_1
231,demand_DHW_AW_SFH_RUR_HT_2,SFH_RUR_HT_2
232,demand_DHW_AW_SFH_RUR_HT_3,SFH_RUR_HT_3
233,demand_DHW_AW_SFH_SUB_HT_0,SFH_SUB_HT_0
234,demand_DHW_AW_SFH_SUB_HT_1,SFH_SUB_HT_1
235,demand_DHW_AW_SFH_SUB_HT_2,SFH_SUB_HT_2
236,demand_DHW_AW_SFH_SUB_HT_3,SFH_SUB_HT_3
237,demand_DHW_AW_SFH_URB_HT_0,SFH_URB_HT_0
238,demand_DHW_AW_SFH_URB_HT_1,SFH_URB_HT_1
239,demand_DHW_AW_SFH_URB_HT_2,SFH_URB_HT_2
240,demand_DHW_AW_SFH_URB_HT_3,SFH_URB_HT_3
241,demand_DHW_WW_MFH_RUR_HT_0,MFH_RUR_HT_0
242,demand_DHW_WW_MFH_RUR_HT_1,MFH_RUR_HT_1
243,demand_DHW_WW_MFH_RUR_HT_2,MFH_RUR_HT_2
244,demand_DHW_WW_MFH_RUR_HT_3,MFH_RUR_HT_3
245,demand_DHW_WW_MFH_SUB_HT_0,MFH_SUB_HT_0
246,demand_DHW_WW_MFH_SUB_HT_1,MFH_SUB_HT_1
247,demand_DHW_WW_MFH_SUB_HT_2,MFH_SUB_HT_2
248,demand_DHW_WW_MFH_SUB_HT_3,MFH_SUB_HT_3
249,demand_DHW_WW_MFH_URB_HT_0,MFH_URB_HT_0
250,demand_DHW_WW_MFH_URB_HT_1,MFH_URB_HT_1
251,demand_DHW_WW_MFH_URB_HT_2,MFH_URB_HT_2
252,demand_DHW_WW_MFH_URB_HT_3,MFH_URB_HT_3
253,demand_DHW_WW_SFH_RUR_HT_0,SFH_RUR_HT_0
254,demand_DHW_WW_SFH_RUR_HT_1,SFH_RUR_HT_1
255,demand_DHW_WW_SFH_RUR_HT_2,SFH_RUR_HT_2
256,demand_DHW_WW_SFH_RUR_HT_3,SFH_RUR_HT_3
257,demand_DHW_WW_SFH_SUB_HT_0,SFH_SUB_HT_0
258,demand_DHW_WW_SFH_SUB_HT_1,SFH_SUB_HT_1
259,demand_DHW_WW_SFH_SUB_HT_2,SFH_SUB_HT_2
260,demand_DHW_WW_SFH_SUB_HT_3,SFH_SUB_HT_3
261,demand_DHW_WW_SFH_URB_HT_0,SFH_URB_HT_0
262,demand_DHW_WW_SFH_URB_HT_1,SFH_URB_HT_1
263,demand_DHW_WW_SFH_URB_HT_2,SFH_URB_HT_2
264,demand_DHW_WW_SFH_URB_HT_3,SFH_URB_HT_3
265,demand_EL_MFH_RUR_0_diff_2035_2015,MFH_RUR_0
266,demand_EL_MFH_RUR_1_diff_2035_2015,MFH_RUR_1
267,demand_EL_MFH_RUR_2_diff_2035_2015,MFH_RUR_2
268,demand_EL_MFH_RUR_3_diff_2035_2015,MFH_RUR_3
269,demand_EL_MFH_SUB_0_diff_2035_2015,MFH_SUB_0
270,demand_EL_MFH_SUB_1_diff_2035_2015,MFH_SUB_1
271,demand_EL_MFH_SUB_2_diff_2035_2015,MFH_SUB_2
272,demand_EL_MFH_SUB_3_diff_2035_2015,MFH_SUB_3
273,demand_EL_MFH_URB_0_diff_2035_2015,MFH_URB_0
274,demand_EL_MFH_URB_1_diff_2035_2015,MFH_URB_1
275,demand_EL_MFH_URB_2_diff_2035_2015,MFH_URB_2
276,demand_EL_MFH_URB_3_diff_2035_2015,MFH_URB_3
277,demand_EL_SFH_RUR_0_diff_2035_2015,SFH_RUR_0
278,demand_EL_SFH_RUR_1_diff_2035_2015,SFH_RUR_1
279,demand_EL_SFH_RUR_2_diff_2035_2015,SFH_RUR_2
280,demand_EL_SFH_RUR_3_diff_2035_2015,SFH_RUR_3
281,demand_EL_SFH_SUB_0_diff_2035_2015,SFH_SUB_0
282,demand_EL_SFH_SUB_1_diff_2035_2015,SFH_SUB_1
283,demand_EL_SFH_SUB_2_diff_2035_2015,SFH_SUB_2
284,demand_EL_SFH_SUB_3_diff_2035_2015,SFH_SUB_3
285,demand_EL_SFH_URB_0_diff_2035_2015,SFH_URB_0
286,demand_EL_SFH_URB_1_diff_2035_2015,SFH_URB_1
287,demand_EL_SFH_URB_2_diff_2035_2015,SFH_URB_2
288,demand_EL_SFH_URB_3_diff_2035_2015,SFH_URB_3
289,demand_EL_MFH_RUR_0_diff_2050_2015,MFH_RUR_0
290,demand_EL_MFH_RUR_1_diff_2050_2015,MFH_RUR_1
291,demand_EL_MFH_RUR_2_diff_2050_2015,MFH_RUR_2
292,demand_EL_MFH_RUR_3_diff_2050_2015,MFH_RUR_3
293,demand_EL_MFH_SUB_0_diff_2050_2015,MFH_SUB_0
294,demand_EL_MFH_SUB_1_diff_2050_2015,MFH_SUB_1
295,demand_EL_MFH_SUB_2_diff_2050_2015,MFH_SUB_2
296,demand_EL_MFH_SUB_3_diff_2050_2015,MFH_SUB_3
297,demand_EL_MFH_URB_0_diff_2050_2015,MFH_URB_0
298,demand_EL_MFH_URB_1_diff_2050_2015,MFH_URB_1
299,demand_EL_MFH_URB_2_diff_2050_2015,MFH_URB_2
300,demand_EL_MFH_URB_3_diff_2050_2015,MFH_URB_3
301,demand_EL_SFH_RUR_0_diff_2050_2015,SFH_RUR_0
302,demand_EL_SFH_RUR_1_diff_2050_2015,SFH_RUR_1
303,demand_EL_SFH_RUR_2_diff_2050_2015,SFH_RUR_2
304,demand_EL_SFH_RUR_3_diff_2050_2015,SFH_RUR_3
305,demand_EL_SFH_SUB_0_diff_2050_2015,SFH_SUB_0
306,demand_EL_SFH_SUB_1_diff_2050_2015,SFH_SUB_1
307,demand_EL_SFH_SUB_2_diff_2050_2015,SFH_SUB_2
308,demand_EL_SFH_SUB_3_diff_2050_2015,SFH_SUB_3
309,demand_EL_SFH_URB_0_diff_2050_2015,SFH_URB_0
310,demand_EL_SFH_URB_1_diff_2050_2015,SFH_URB_1
311,demand_EL_SFH_URB_2_diff_2050_2015,SFH_URB_2
312,demand_EL_SFH_URB_3_diff_2050_2015,SFH_URB_3
313,demand_EL_MFH_RUR_0_diff_best_2035_2015,MFH_RUR_0
314,demand_EL_MFH_RUR_1_diff_best_2035_2015,MFH_RUR_1
315,demand_EL_MFH_RUR_2_diff_best_2035_2015,MFH_RUR_2
316,demand_EL_MFH_RUR_3_diff_best_2035_2015,MFH_RUR_3
317,demand_EL_MFH_SUB_0_diff_best_2035_2015,MFH_SUB_0
318,demand_EL_MFH_SUB_1_diff_best_2035_2015,MFH_SUB_1
319,demand_EL_MFH_SUB_2_diff_best_2035_2015,MFH_SUB_2
320,demand_EL_MFH_SUB_3_diff_best_2035_2015,MFH_SUB_3
321,demand_EL_MFH_URB_0_diff_best_2035_2015,MFH_URB_0
322,demand_EL_MFH_URB_1_diff_best_2035_2015,MFH_URB_1
323,demand_EL_MFH_URB_2_diff_best_2035_2015,MFH_URB_2
324,demand_EL_MFH_URB_3_diff_best_2035_2015,MFH_URB_3
325,demand_EL_SFH_RUR_0_diff_best_2035_2015,SFH_RUR_0
326,demand_EL_SFH_RUR_1_diff_best_2035_2015,SFH_RUR_1
327,demand_EL_SFH_RUR_2_diff_best_2035_2015,SFH_RUR_2
328,demand_EL_SFH_RUR_3_diff_best_2035_2015,SFH_RUR_3
329,demand_EL_SFH_SUB_0_diff_best_2035_2015,SFH_SUB_0
330,demand_EL_SFH_SUB_1_diff_best_2035_2015,SFH_SUB_1
331,demand_EL_SFH_SUB_2_diff_best_2035_2015,SFH_SUB_2
332,demand_EL_SFH_SUB_3_diff_best_2035_2015,SFH_SUB_3
333,demand_EL_SFH_URB_0_diff_best_2035_2015,SFH_URB_0
334,demand_EL_SFH_URB_1_diff_best_2035_2015,SFH_URB_1
335,demand_EL_SFH_URB_2_diff_best_2035_2015,SFH_URB_2
336,demand_EL_SFH_URB_3_diff_best_2035_2015,SFH_URB_3
337,demand_EL_MFH_RUR_0_DSR_2015,MFH_RUR_0_DSR
338,demand_EL_MFH_RUR_1_DSR_2015,MFH_RUR_1_DSR
339,demand_EL_MFH_RUR_2_DSR_2015,MFH_RUR_2_DSR
340,demand_EL_MFH_RUR_3_DSR_2015,MFH_RUR_3_DSR
341,demand_EL_MFH_SUB_0_DSR_2015,MFH_SUB_0_DSR
342,demand_EL_MFH_SUB_1_DSR_2015,MFH_SUB_1_DSR
343,demand_EL_MFH_SUB_2_DSR_2015,MFH_SUB_2_DSR
344,demand_EL_MFH_SUB_3_DSR_2015,MFH_SUB_3_DSR
345,demand_EL_MFH_URB_0_DSR_2015,MFH_URB_0_DSR
346,demand_EL_MFH_URB_1_DSR_2015,MFH_URB_1_DSR
347,demand_EL_MFH_URB_2_DSR_2015,MFH_URB_2_DSR
348,demand_EL_MFH_URB_3_DSR_2015,MFH_URB_3_DSR
349,demand_EL_SFH_RUR_0_DSR_2015,SFH_RUR_0_DSR
350,demand_EL_SFH_RUR_1_DSR_2015,SFH_RUR_1_DSR
351,demand_EL_SFH_RUR_2_DSR_2015,SFH_RUR_2_DSR
352,demand_EL_SFH_RUR_3_DSR_2015,SFH_RUR_3_DSR
353,demand_EL_SFH_SUB_0_DSR_2015,SFH_SUB_0_DSR
354,demand_EL_SFH_SUB_1_DSR_2015,SFH_SUB_1_DSR
355,demand_EL_SFH_SUB_2_DSR_2015,SFH_SUB_2_DSR
356,demand_EL_SFH_SUB_3_DSR_2015,SFH_SUB_3_DSR
357,demand_EL_SFH_URB_0_DSR_2015,SFH_URB_0_DSR
358,demand_EL_SFH_URB_1_DSR_2015,SFH_URB_1_DSR
359,demand_EL_SFH_URB_2_DSR_2015,SFH_URB_2_DSR
360,demand_EL_SFH_URB_3_DSR_2015,SFH_URB_3_DSR
361,demand_EL_MFH_RUR_0_DSR_2035,MFH_RUR_0_DSR
362,demand_EL_MFH_RUR_1_DSR_2035,MFH_RUR_1_DSR
363,demand_EL_MFH_RUR_2_DSR_2035,MFH_RUR_2_DSR
364,demand_EL_MFH_RUR_3_DSR_2035,MFH_RUR_3_DSR
365,demand_EL_MFH_SUB_0_DSR_2035,MFH_SUB_0_DSR
366,demand_EL_MFH_SUB_1_DSR_2035,MFH_SUB_1_DSR
367,demand_EL_MFH_SUB_2_DSR_2035,MFH_SUB_2_DSR
368,demand_EL_MFH_SUB_3_DSR_2035,MFH_SUB_3_DSR
369,demand_EL_MFH_URB_0_DSR_2035,MFH_URB_0_DSR
370,demand_EL_MFH_URB_1_DSR_2035,MFH_URB_1_DSR
371,demand_EL_MFH_URB_2_DSR_2035,MFH_URB_2_DSR
372,demand_EL_MFH_URB_3_DSR_2035,MFH_URB_3_DSR
373,demand_EL_SFH_RUR_0_DSR_2035,SFH_RUR_0_DSR
374,demand_EL_SFH_RUR_1_DSR_2035,SFH_RUR_1_DSR
375,demand_EL_SFH_RUR_2_DSR_2035,SFH_RUR_2_DSR
376,demand_EL_SFH_RUR_3_DSR_2035,SFH_RUR_3_DSR
377,demand_EL_SFH_SUB_0_DSR_2035,SFH_SUB_0_DSR
378,demand_EL_SFH_SUB_1_DSR_2035,SFH_SUB_1_DSR
379,demand_EL_SFH_SUB_2_DSR_2035,SFH_SUB_2_DSR
380,demand_EL_SFH_SUB_3_DSR_2035,SFH_SUB_3_DSR
381,demand_EL_SFH_URB_0_DSR_2035,SFH_URB_0_DSR
382,demand_EL_SFH_URB_1_DSR_2035,SFH_URB_1_DSR
383,demand_EL_SFH_URB_2_DSR_2035,SFH_URB_2_DSR
384,demand_EL_SFH_URB_3_DSR_2035,SFH_URB_3_DSR
385,demand_EL_MFH_RUR_0_DSR_2050,MFH_RUR_0_DSR
386,demand_EL_MFH_RUR_1_DSR_2050,MFH_RUR_1_DSR
387,demand_EL_MFH_RUR_2_DSR_2050,MFH_RUR_2_DSR
388,demand_EL_MFH_RUR_3_DSR_2050,MFH_RUR_3_DSR
389,demand_EL_MFH_SUB_0_DSR_2050,MFH_SUB_0_DSR
390,demand_EL_MFH_SUB_1_DSR_2050,MFH_SUB_1_DSR
391,demand_EL_MFH_SUB_2_DSR_2050,MFH_SUB_2_DSR
392,demand_EL_MFH_SUB_3_DSR_2050,MFH_SUB_3_DSR
393,demand_EL_MFH_URB_0_DSR_2050,MFH_URB_0_DSR
394,demand_EL_MFH_URB_1_DSR_2050,MFH_URB_1_DSR
395,demand_EL_MFH_URB_2_DSR_2050,MFH_URB_2_DSR
396,demand_EL_MFH_URB_3_DSR_2050,MFH_URB_3_DSR
397,demand_EL_SFH_RUR_0_DSR_2050,SFH_RUR_0_DSR
398,demand_EL_SFH_RUR_1_DSR_2050,SFH_RUR_1_DSR
399,demand_EL_SFH_RUR_2_DSR_2050,SFH_RUR_2_DSR
400,demand_EL_SFH_RUR_3_DSR_2050,SFH_RUR_3_DSR
401,demand_EL_SFH_SUB_0_DSR_2050,SFH_SUB_0_DSR
402,demand_EL_SFH_SUB_1_DSR_2050,SFH_SUB_1_DSR
403,demand_EL_SFH_SUB_2_DSR_2050,SFH_SUB_2_DSR
404,demand_EL_SFH_SUB_3_DSR_2050,SFH_SUB_3_DSR
405,demand_EL_SFH_URB_0_DSR_2050,SFH_URB_0_DSR
406,demand_EL_SFH_URB_1_DSR_2050,SFH_URB_1_DSR
407,demand_EL_SFH_URB_2_DSR_2050,SFH_URB_2_DSR
408,demand_EL_SFH_URB_3_DSR_2050,SFH_URB_3_DSR
409,demand_EL_MFH_RUR_0_DSR_best_2035,MFH_RUR_0_DSR
410,demand_EL_MFH_RUR_1_DSR_best_2035,MFH_RUR_1_DSR
411,demand_EL_MFH_RUR_2_DSR_best_2035,MFH_RUR_2_DSR
412,demand_EL_MFH_RUR_3_DSR_best_2035,MFH_RUR_3_DSR
413,demand_EL_MFH_SUB_0_DSR_best_2035,MFH_SUB_0_DSR
414,demand_EL_MFH_SUB_1_DSR_best_2035,MFH_SUB_1_DSR
415,demand_EL_MFH_SUB_2_DSR_best_2035,MFH_SUB_2_DSR
