fl_id,nd_id,ca_id,pricesll_pf_id,pricebuy_pf_id,is_chp,erg_inp,erg_inp_yr2020,erg_inp_yr2025,erg_inp_yr2030,erg_inp_yr2035,erg_inp_yr2040,erg_inp_yr2045,erg_inp_yr2050,vc_fl,vc_fl_yr2020,vc_fl_yr2025,vc_fl_yr2030,vc_fl_yr2035,vc_fl_yr2040,vc_fl_yr2045,vc_fl_yr2050
7,0,0,,,,628843.8273584021,772052.3911953409,759052.41226207,807503.7429051821,800670.4274291359,1025678.52763039,984358.562375325,840029.362836212,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
7,1,0,,,,1998518.7525,2139377.39139706,2305846.69191176,2421094.66919118,2421094.66919118,2433900.0,2433900.0,2433900.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
7,2,0,,,,10556220.495,10556220.495,10556220.495,10556220.495,10556220.495,10556220.495,10556220.495,10556220.495,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
7,3,0,,,,3883260.0,6599044.39679472,7516572.56507606,7824553.23503127,7891561.7323741,8000035.546299401,8205010.31593547,8291056.08653382,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
7,4,0,,,,2232417.0,2793429.31509464,2846947.3544832,2814200.6829786,2888075.53573965,3534344.2969541,3540621.77420915,3498475.98494887,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
12,0,0,,,,15118028.956862198,16135879.341940802,17440415.692088198,17450514.3676318,17663854.2156857,17744118.7521424,17753828.588873003,18105633.5930027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1,0,,,,22014639.4543307,20462157.822517894,20661488.588033803,20871563.3111858,21031127.3184567,21260324.8422178,21343030.3308858,21376235.8195537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2,0,,,,3671569.77366174,3789155.36496366,3935407.22467116,4211793.82080224,4864968.1329341,5416598.10558957,6092904.98773243,6648233.50734648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,3,0,,,,20884210.3518804,24078570.1393509,21330113.3384647,21346199.2116446,22154345.151799,24614999.4823282,27063811.4288559,29669421.6235633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,4,0,,,,26833571.1150824,25931932.6896679,27362505.2475757,27963319.8484091,29242124.5377779,30273115.3488205,30845039.3000546,31318942.552744105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,,,,25481082.6304324,26647681.7439407,26647681.7439407,26656568.2813144,26837653.3313727,26899851.4583661,26899851.4583661,27212500.2096157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,0,,,,16595360.5456693,21078242.177482106,21265011.4119662,21371736.6888142,21558672.6815433,21745275.1577822,22038769.6691142,22332264.1804463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2,0,,,,18485224.2990091,18490505.8900617,18842460.380283803,19369695.7201118,20623650.9829662,21684746.4715858,22984949.2106793,23710260.3601822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,3,0,,,,42151676.7465666,42151716.1418108,42151716.1418108,42151716.1418108,42708190.40511721,44194432.13950471,45766899.97784729,47366947.4463758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,4,0,,,,20808303.065750506,21141349.2325959,21141349.2325959,21288050.4211163,21586895.936282106,21826664.4918907,21945992.407412,22017687.1771232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
18,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
18,2,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
18,3,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
18,4,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
8,0,0,,,,871449.3757507991,1174484.96984471,3124583.04888845,21132325.34,34693145.28,48253965.22,54957606.81,61661248.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,0,,,,280000.0,520000.0,980000.0,772678.0654,1253747.699,1734817.332,2215886.965,2696956.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,0,,,,34611594.8992242,48465362.989065,51777497.3135383,236717202.0,319773008.7,402828815.4,440401123.0,477973430.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,0,,,,8601328.49260166,31588710.5400291,39234166.1332964,53208715.22,73652750.26,94096785.3,119314551.3,144532317.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4,0,,,,23409301.3112133,25552393.376553603,31473134.6097258,100770125.1,145812229.1,190854333.0,214197436.3,237540539.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0,0,,,,3958212.1963833,4442621.101663901,7230646.6035179,17864029.63,21266701.94,24669374.25,30398810.96,36128247.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1,0,,,,346500.0,653400.0,980100.0,1445400.0,1742400.0,2564100.0,3395700.0,4217400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2,0,,,,66153320.470397495,109449743.805814,113228663.673167,295189404.1,365329050.4,435468696.7,466674407.2,468519920.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,3,0,,,,21516549.3184702,55128602.239687294,65349711.60088421,93182416.71,139240339.4,185298262.1,242952082.1,300605902.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,4,0,,,,14627998.112011902,14645538.0916048,25587731.0038847,58354916.12,73609366.11,88863816.09,99508695.71,110153575.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,5,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,6,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,7,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,7,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,8,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,12,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,12,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,16,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,16,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,20,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,20,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,21,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,22,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,23,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,23,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,27,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,27,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,31,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,31,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,9,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,13,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,13,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,17,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,17,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,10,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,10,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,14,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,14,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,18,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,18,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,11,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,11,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,15,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,15,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,19,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,24,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,24,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,25,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,25,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,26,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,26,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,28,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,28,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,29,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,29,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,30,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,30,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,32,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,32,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,33,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,33,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,34,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,34,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
