pp_id,pp,nd_id,fl_id,pt_id,set_def_pr,set_def_cain,set_def_ror,set_def_pp,set_def_st,set_def_hyrs,set_def_chp,set_def_add,set_def_rem,set_def_sll,set_def_curt,set_def_lin,set_def_scen,set_def_winsol,set_def_tr,set_def_peak
245,MFH_URB_3_DHW_BO,19,16,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
246,SFH_RUR_0_DHW_BO,23,16,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
247,SFH_RUR_1_DHW_BO,24,16,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
248,SFH_RUR_2_DHW_BO,25,16,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
249,SFH_RUR_3_DHW_BO,26,16,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
250,SFH_SUB_0_DHW_BO,27,16,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
251,SFH_SUB_1_DHW_BO,28,16,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
252,SFH_SUB_2_DHW_BO,29,16,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
253,SFH_SUB_3_DHW_BO,30,16,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
254,SFH_URB_0_DHW_BO,31,16,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
255,SFH_URB_1_DHW_BO,32,16,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
256,SFH_URB_2_DHW_BO,33,16,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
257,SFH_URB_3_DHW_BO,34,16,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
258,MFH_RUR_0_DHW_STO,8,28,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
259,MFH_RUR_1_DHW_STO,9,28,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
260,MFH_RUR_2_DHW_STO,10,28,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
261,MFH_RUR_3_DHW_STO,11,28,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
262,MFH_SUB_0_DHW_STO,12,28,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
263,MFH_SUB_1_DHW_STO,13,28,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
264,MFH_SUB_2_DHW_STO,14,28,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
265,MFH_SUB_3_DHW_STO,15,28,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
266,MFH_URB_0_DHW_STO,16,28,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
267,MFH_URB_1_DHW_STO,17,28,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
268,MFH_URB_2_DHW_STO,18,28,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
269,MFH_URB_3_DHW_STO,19,28,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
270,SFH_RUR_0_DHW_STO,23,28,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
271,SFH_RUR_1_DHW_STO,24,28,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
272,SFH_RUR_2_DHW_STO,25,28,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
273,SFH_RUR_3_DHW_STO,26,28,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
274,SFH_SUB_0_DHW_STO,27,28,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
275,SFH_SUB_1_DHW_STO,28,28,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
276,SFH_SUB_2_DHW_STO,29,28,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
277,SFH_SUB_3_DHW_STO,30,28,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
278,SFH_URB_0_DHW_STO,31,28,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
279,SFH_URB_1_DHW_STO,32,28,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
280,SFH_URB_2_DHW_STO,33,28,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
281,SFH_URB_3_DHW_STO,34,28,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
282,MFH_RUR_HT_0_DHW_AW,35,16,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
283,MFH_RUR_HT_1_DHW_AW,36,16,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
284,MFH_RUR_HT_2_DHW_AW,37,16,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
285,MFH_RUR_HT_3_DHW_AW,38,16,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
286,MFH_SUB_HT_0_DHW_AW,39,16,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
287,MFH_SUB_HT_1_DHW_AW,40,16,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
288,MFH_SUB_HT_2_DHW_AW,41,16,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
289,MFH_SUB_HT_3_DHW_AW,42,16,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
290,MFH_URB_HT_0_DHW_AW,43,16,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
291,MFH_URB_HT_1_DHW_AW,44,16,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
292,MFH_URB_HT_2_DHW_AW,45,16,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
293,MFH_URB_HT_3_DHW_AW,46,16,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
294,SFH_RUR_HT_0_DHW_AW,47,16,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
295,SFH_RUR_HT_1_DHW_AW,48,16,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
296,SFH_RUR_HT_2_DHW_AW,49,16,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
297,SFH_RUR_HT_3_DHW_AW,50,16,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
298,SFH_SUB_HT_0_DHW_AW,51,16,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
299,SFH_SUB_HT_1_DHW_AW,52,16,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
300,SFH_SUB_HT_2_DHW_AW,53,16,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
301,SFH_SUB_HT_3_DHW_AW,54,16,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
302,SFH_URB_HT_0_DHW_AW,55,16,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
303,SFH_URB_HT_1_DHW_AW,56,16,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
304,SFH_URB_HT_2_DHW_AW,57,16,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
305,SFH_URB_HT_3_DHW_AW,58,16,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
306,MFH_RUR_HT_0_DHW_WW,35,16,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
307,MFH_RUR_HT_1_DHW_WW,36,16,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
308,MFH_RUR_HT_2_DHW_WW,37,16,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
309,MFH_RUR_HT_3_DHW_WW,38,16,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
310,MFH_SUB_HT_0_DHW_WW,39,16,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
311,MFH_SUB_HT_1_DHW_WW,40,16,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
312,MFH_SUB_HT_2_DHW_WW,41,16,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
313,MFH_SUB_HT_3_DHW_WW,42,16,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
314,MFH_URB_HT_0_DHW_WW,43,16,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
315,MFH_URB_HT_1_DHW_WW,44,16,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
316,MFH_URB_HT_2_DHW_WW,45,16,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
317,MFH_URB_HT_3_DHW_WW,46,16,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
318,SFH_RUR_HT_0_DHW_WW,47,16,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
319,SFH_RUR_HT_1_DHW_WW,48,16,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
320,SFH_RUR_HT_2_DHW_WW,49,16,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
321,SFH_RUR_HT_3_DHW_WW,50,16,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
322,SFH_SUB_HT_0_DHW_WW,51,16,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
323,SFH_SUB_HT_1_DHW_WW,52,16,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
324,SFH_SUB_HT_2_DHW_WW,53,16,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
325,SFH_SUB_HT_3_DHW_WW,54,16,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
326,SFH_URB_HT_0_DHW_WW,55,16,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
327,SFH_URB_HT_1_DHW_WW,56,16,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
328,SFH_URB_HT_2_DHW_WW,57,16,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
329,SFH_URB_HT_3_DHW_WW,58,16,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
330,IT_WIN_OFF,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
331,AT_STO_LI,0,19,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
332,DE_STO_LI,2,19,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
333,FR_STO_LI,3,19,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
334,IT_STO_LI,4,19,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0
335,IND_RUR_DMND_FLEX,5,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
336,IND_SUB_DMND_FLEX,6,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
337,IND_URB_DMND_FLEX,7,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
338,MFH_RUR_0_DMND_FLEX,8,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
339,MFH_RUR_1_DMND_FLEX,9,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
340,MFH_RUR_2_DMND_FLEX,10,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
341,MFH_RUR_3_DMND_FLEX,11,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
342,MFH_SUB_0_DMND_FLEX,12,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
343,MFH_SUB_1_DMND_FLEX,13,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
344,MFH_SUB_2_DMND_FLEX,14,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
345,MFH_SUB_3_DMND_FLEX,15,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
346,MFH_URB_0_DMND_FLEX,16,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
347,MFH_URB_1_DMND_FLEX,17,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
348,MFH_URB_2_DMND_FLEX,18,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
349,MFH_URB_3_DMND_FLEX,19,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
350,OCO_RUR_DMND_FLEX,20,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
351,OCO_SUB_DMND_FLEX,21,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
352,OCO_URB_DMND_FLEX,22,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
353,SFH_RUR_0_DMND_FLEX,23,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
354,SFH_RUR_1_DMND_FLEX,24,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
355,SFH_RUR_2_DMND_FLEX,25,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
356,SFH_RUR_3_DMND_FLEX,26,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
357,SFH_SUB_0_DMND_FLEX,27,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
358,SFH_SUB_1_DMND_FLEX,28,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
359,SFH_SUB_2_DMND_FLEX,29,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
360,SFH_SUB_3_DMND_FLEX,30,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
361,SFH_URB_0_DMND_FLEX,31,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
362,SFH_URB_1_DMND_FLEX,32,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
363,SFH_URB_2_DMND_FLEX,33,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
364,SFH_URB_3_DMND_FLEX,34,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
